Day,No,Type,Time,Content
33,1,本気(共感),07:00,"【画像文字案】
休日は寝てばかり。
「どこか行こう」
その一言が言えない。

【本文】
「せっかくの休日、夫の寝顔を見てイライラしていませんか？」

（改行）

平日は仕事で遅いから仕方ない。
わかってる。頭ではわかってる。
でも、私だって疲れてる。
私だって休みたい。

家族サービスなんて高望みしない。
ただ、起きて一緒にご飯を食べる。
それだけのことが、どうしてこんなに難しいの？

私の実体験はプロフの固定投稿へ。
#ワンオペ #休日 #夫婦のすれ違い #問題"
33,2,軽め(挨拶),08:00,"おはようございます。
期待するから腹が立つ。
今日は「自分一人で楽しむ日」と決めて、好きなことをしよう。
今日も無理せずいきましょう。"
33,3,軽め(問),10:00,"【質問】
休日の夫の過ごし方に点数をつけるなら？

1. 80点以上
2. 50点くらい
3. 赤点

正直に教えてください🙋‍♀️"
33,4,本気(解決),12:00,"【画像文字案】
男の休息は「停止」。
女の休息は「転換」。
脳の作りが違うだけ。

【本文】
夫が動かないのは、あなたを軽視しているからではありません。
男性脳は、疲れるとスイッチを完全にオフにする傾向があります。

一方、女性は買い物やカフェなど「気分転換」で回復する。
この違いを理解するだけで、「なんで寝てばかり！」という怒りが少し鎮まります。
別々の回復方法を認め合いましょう。

（改行）

「休日に寝てばかりの夫にイライラしなくなる、思考の転換法」
具体的な方法はNoteで公開中。
#脳科学 #夫婦のトリセツ #解決策"
33,5,軽め(共感),15:00,"掃除機かけても起きない夫。
わざと足にぶつけてやろうかと思う。
起きてもスマホゲーム。
ここはホテルじゃないぞ！
これ、あるあるですよね。
共感したら「いいね'お願いします。"
33,6,軽め(一言),17:00,"夕方のこの時間。
ようやく起きてきた夫に「おはよう」と嫌味っぽく言ってしまう。
素直になれない自分が嫌だ。
小さな変化が大事です。"
33,7,本気(誘導),20:00,"【画像文字案】
諦めないで。
それぞれのペースで
歩けばいい。

【本文】
休日の過ごし方で喧嘩してしまうあなたへ。

無理に合わせようとするから疲れるんです。
午前中は別行動、午後から合流。
そんな「ハーフ＆ハーフ'な休日も素敵ですよ。
お互いの自由を尊重しましょう。

（改行）

「休日に寝てばかりの夫にイライラしなくなる、思考の転換法」
解決のための「3つのステップ」をNoteにまとめました。
▼記事はプロフのリンクから
#夜専用レス手前の会話レシピ"
33,8,軽め(夜),21:00,"夜のリビング。
夫が「これ美味いな」と夕飯を食べている。
その一言で、昼間のイライラが少し溶けた。
単純だなぁ、私。
同じ気持ちの人、いますか？"
33,9,軽め(夜),22:00,"今日もお疲れ様でした。
許すことは、自分を解放すること。
今日はもう忘れて寝ましょう。
おやすみなさい。"
33,10,軽め(〆),23:00,"明日は今日より少しだけ、心が軽くなりますように。
穏やかな朝が、迎えられますように。
プロフの固定投稿もぜひ。
おやすみなさい。"
34,1,本気(共感),07:00,"【画像文字案】
老後のお金。
親の介護。
話し合いたいけど、逃げられる。

【本文】
「大事なことから目を背けていませんか？時間は待ってくれません。」

（改行）

「なんとかなるよ」
夫のその楽観的な言葉に、余計に不安になる。
なんとかならなかったら、どうするの？

真剣に話そうとすると「疲れてるからまた今度」。
その「今度」はいつ来るの？
問題が起きてからじゃ遅いのに。

私の実体験はプロフの固定投稿へ。
#将来不安 #お金の問題 #夫婦の会話 #問題"
34,2,軽め(挨拶),08:00,"おはようございます。
不安を紙に書き出してみる。
可視化すると、意外と対策が見えてきます。
今日も無理せずいきましょう。"
34,3,軽め(問),10:00,"【質問】
夫婦で「老後の資金」について具体的に話していますか？

1. バッチリ話してる
2. なんとなく
3. 全く話してない

正直に教えてください🙋‍♀️"
34,4,本気(解決),12:00,"【画像文字案】
「相談」ではなく
「報告」から始める。
ハードルを下げて共有。

【本文】
重い話題は、改まって話そうとすると相手も身構えます。
日常会話に混ぜ込むのがコツ。

「この前、こんな記事読んだんだけど」
「友達がNISA始めたんだって」
第三者の話題として出すと、客観的に話しやすくなります。
まずは「意識の共有」から。

（改行）

「夫が逃げる『お金と将来』の話を、スムーズに切り出すテクニック」
具体的な方法はNoteで公開中。
#将来設計 #マネー会議 #解決策"
34,5,軽め(共感),15:00,"通帳を見るたびにため息。
夫は趣味のゴルフ道具を買ってる。
この温度差、どうにかして。
これ、あるあるですよね。
共感したら「いいね'お願いします。"
34,6,軽め(一言),17:00,"夕方のこの時間。
スーパーで値引きシールを探す私。
これも家族のため。
小さな変化が大事です。"
34,7,本気(誘導),20:00,"【画像文字案】
諦めないで。
二人の船は
同じ方向へ進める。

【本文】
将来のビジョンが合わないと悩むあなたへ。

今は霧の中で見えないだけ。
少しずつ光を当てていけば、同じ目的地が見えてきます。
焦らず、一つずつ確認していきましょう。
あなたは一人じゃありません。

（改行）

「夫が逃げる『お金と将来』の話を、スムーズに切り出すテクニック」
解決のための「3つのステップ」をNoteにまとめました。
▼記事はプロフのリンクから
#夜専用レス手前の会話レシピ"
34,8,軽め(夜),21:00,"夜のリビング。
「これからのこと、少し考えようか」
夫から言ってくれた。
雨降って地固まる、かな。
同じ気持ちの人、いますか？"
34,9,軽め(夜),22:00,"今日もお疲れ様でした。
備えあれば憂いなし。
今日の一歩は、未来の安心。
おやすみなさい。"
34,10,軽め(〆),23:00,"明日は今日より少しだけ、心が軽くなりますように。
安心な未来が、描けますように。
プロフの固定投稿もぜひ。
おやすみなさい。"
35,1,本気(共感),07:00,"【画像文字案】
「それ、いくらしたの？」
買い物のたびに
尋問されるストレス。

【本文】
「自分のお金で買ったのに、罪悪感を感じていませんか？」

（改行）

「また服買ったの？」
「無駄遣いじゃない？」
夫のチェックが厳しい。

家計を守るためなのはわかる。
でも、私にだって楽しみは必要。
息が詰まる。
信頼されていないみたいで悲しい。

私の実体験はプロフの固定投稿へ。
#金銭感覚 #モラハラ予備軍 #夫婦の財布 #問題"
35,2,軽め(挨拶),08:00,"おはようございます。
たまには「内緒のスイーツ」。
心の栄養費は、必要経費です。
今日も無理せずいきましょう。"
35,3,軽め(問),10:00,"【質問】
パートナーに内緒で買った高いものはありますか？

1. ある（バレてない）
2. ある（バレた）
3. ない

正直に教えてください🙋‍♀️"
35,4,本気(解決),12:00,"【画像文字案】
「お小遣い制」より
「枠管理」。
自由と責任をセットに。

【本文】
お金の喧嘩は、使い道への不満から生まれます。
「何に使ったか」ではなく「いくらまで使っていいか」を決めましょう。

その枠内なら、何に使っても文句は言わない。
お互いの聖域（サンクチュアリ）を作ることで、精神的な自由が手に入ります。

（改行）

「金銭感覚の違いで喧嘩しない！夫婦の平和を守る『枠管理』術」
具体的な方法はNoteで公開中。
#家計管理 #夫婦のルール #解決策"
35,5,軽め(共感),15:00,"夫の飲み代は「付き合いだから仕方ない」。
私のランチは「贅沢」。
その理屈、おかしくない？
これ、あるあるですよね。
共感したら「いいね'お願いします。"
35,6,軽め(一言),17:00,"夕方のこの時間。
レシートを財布から出す。
家計簿つけるのが憂鬱。
小さな変化が大事です。"
35,7,本気(誘導),20:00,"【画像文字案】
諦めないで。
価値観は違って
当たり前。

【本文】
お金のことでギスギスしてしまうあなたへ。

育った環境が違うのだから、金銭感覚が違うのは当然です。
「違う'ことを前提に、どう折り合いをつけるか。
否定せず、交渉しましょう。
対等なパートナーとして。

（改行）

「金銭感覚の違いで喧嘩しない！夫婦の平和を守る『枠管理』術」
解決のための「3つのステップ」をNoteにまとめました。
▼記事はプロフのリンクから
#夜専用レス手前の会話レシピ"
35,8,軽め(夜),21:00,"夜のリビング。
「今月は少し余裕あるね」
その言葉で、肩の力が抜けた。
平和が一番。
同じ気持ちの人、いますか？"
35,9,軽め(夜),22:00,"今日もお疲れ様でした。
お金は使うためにある。
幸せのために使いましょう。
おやすみなさい。"
35,10,軽め(〆),23:00,"明日は今日より少しだけ、心が軽くなりますように。
豊かな心が、幸せを呼び込みますように。
プロフの固定投稿もぜひ。
おやすみなさい。"
36,1,本気(共感),07:00,"【画像文字案】
夫の定年後。
毎日家にいる未来。
息が詰まりそうで怖い。

【本文】
「『濡れ落ち葉』なんて言葉、笑えないですよね？」

（改行）

今は仕事に行ってくれるから、私の時間がある。
でも、定年したら？
朝から晩まで「飯はまだか」と言われる生活。

私の自由はどこへ行くの？
夫の世話をするために生きているわけじゃないのに。
逃げ場がない気がして、動悸がする。

私の実体験はプロフの固定投稿へ。
#定年後 #熟年離婚 #夫源病 #問題"
36,2,軽め(挨拶),08:00,"おはようございます。
一人の時間は死守しましょう。
「この時間は私の聖域」と宣言する勇気を。
今日も無理せずいきましょう。"
36,3,軽め(問),10:00,"【質問】
夫が毎日家にいる生活、想像できますか？

1. 楽しみ
2. なんとかなる
3. 地獄

正直に教えてください🙋‍♀️"
36,4,本気(解決),12:00,"【画像文字案】
「個室」より
「個の時間」。
精神的な距離を確保する。

【本文】
物理的な部屋がなくても、心の距離は作れます。
「午前中は別行動」
「火曜日は習い事」
ルールを決めて、お互いに干渉しない時間を作る。

「冷たい」のではなく「自立」です。
依存し合わない関係こそが、長続きの秘訣。

（改行）

「定年後の夫にイライラしない！『精神的別居』のススメ」
具体的な方法はNoteで公開中。
#定年後 #夫婦の距離感 #解決策"
36,5,軽め(共感),15:00,"夫が家にいると、掃除機かけるのも気を使う。
「うるさいな」って顔されると、こっちがイラッとする。
私の家事なのに！
これ、あるあるですよね。
共感したら「いいね」お願いします。"
36,6,軽め(一言),17:00,"夕方のこの時間。
夫の趣味を見つけてあげたい。
外に出てくれれば、平和が訪れる。
小さな変化が大事です。"
36,7,本気(誘導),20:00,"【画像文字案】
諦めないで。
自立した二人は
最強のパートナー。

【本文】
夫の存在が重荷に感じるあなたへ。

夫も不安なんです。仕事というアイデンティティを失うことが。
だから、あなたに依存してしまう。
背中を押してあげましょう。「外の世界も楽しいよ」って。
それがあなたの自由にも繋がります。

（改行）

「定年後の夫にイライラしない！『精神的別居』のススメ」
解決のための「3つのステップ」をNoteにまとめました。
▼記事はプロフのリンクから
#夜専用レス手前の会話レシピ"
36,8,軽め(夜),21:00,"夜のリビング。
夫が「料理教室行ってみようかな」と呟いた。
全力で応援した。
その調子！
同じ気持ちの人、いますか？"
36,9,軽め(夜),22:00,"今日もお疲れ様でした。
適度な距離は、愛を育てます。
近すぎず、遠すぎず。
おやすみなさい。"
36,10,軽め(〆),23:00,"明日は今日より少しだけ、心が軽くなりますように。
それぞれの時間が、輝きますように。
プロフの固定投稿もぜひ。
おやすみなさい。"
37,1,本気(共感),07:00,"【画像文字案】
「ありがとう」の代わりに
「余計なことするな」。
その一言が、心を刺す。

【本文】
「良かれと思ってやったのに、否定されて傷ついていませんか？」

（改行）

夫のために片付けたのに。
夫のために料理したのに。
返ってくるのは文句ばかり。

「ありがとう」の一言があれば、それだけで報われるのに。
私の優しさは、どこへ消えてしまうんだろう。
もう、何もしない方がいいのかな。

私の実体験はプロフの固定投稿へ。
#モラハラ予備軍 #言葉の暴力 #夫婦関係 #問題"
37,2,軽め(挨拶),08:00,"おはようございます。
相手の不機嫌は、相手の問題。
あなたの価値とは関係ありません。
受け取らなくていいんです。
今日も無理せずいきましょう。"
37,3,軽め(問),10:00,"【質問】
パートナーから「ごめん」と素直に言われますか？

1. 言われる
2. 言い訳ばかり
3. 逆ギレされる

正直に教えてください🙋‍♀️"
37,4,本気(解決),12:00,"【画像文字案】
「ありがとう」は
先に言ったもん勝ち。
返報性の法則を使う。

【本文】
感謝されないと嘆く前に、自分から感謝の種をまきましょう。
どんな小さなことでもいい。
「ゴミ捨ててくれてありがとう」
「働いてくれてありがとう」

言葉は鏡です。
あなたが投げた言葉が、いつか返ってきます。
意地を張らずに、まずは自分から。

（改行）

「素直になれない夫が変わる！『感謝の先出し』テクニック」
具体的な方法はNoteで公開中。
#夫婦円満 #感謝 #解決策"
37,5,軽め(共感),15:00,"夫の脱ぎっぱなしの靴下。
拾いながら「ありがとう」なんて言えるか！
でも、心の中で「お疲れ」って思うくらいならできるかな。
これ、あるあるですよね。
共感したら「いいね」お願いします。"
37,6,軽め(一言),17:00,"夕方のこの時間。
夫の好きなビールを買う。
「ありがとう」って言わせるための作戦。
小さな変化が大事です。"
37,7,本気(誘導),20:00,"【画像文字案】
諦めないで。
氷は必ず
溶ける日が来る。

【本文】
夫の言葉が冷たいと悩むあなたへ。

その冷たさは、甘えの裏返しもしれません。
「何を言っても許される」と思っている。
でも、あなたが温かい言葉を投げ続ければ、氷は少しずつ溶けていきます。
北風と太陽の話のように。

（改行）

「素直になれない夫が変わる！『感謝の先出し』テクニック」
解決のための「3つのステップ」をNoteにまとめました。
▼記事はプロフのリンクから
#夜専用レス手前の会話レシピ"
37,8,軽め(夜),21:00,"夜のリビング。
「お茶、ありがとう」
ボソッと言われた。
聞こえてるよ、その小さな声。
同じ気持ちの人、いますか？"
37,9,軽め(夜),22:00,"今日もお疲れ様でした。
言葉一つで、世界は変わる。
優しい言葉を、お守りに。
おやすみなさい。"
37,10,軽め(〆),23:00,"明日は今日より少しだけ、心が軽くなりますように。
温かい言葉が、飛び交いますように。
プロフの固定投稿もぜひ。
おやすみなさい。"
38,1,本気(共感),07:00,"【画像文字案】
ドラマの中の夫婦は
あんなに愛し合ってるのに。
現実は背中合わせ。

【本文】
「テレビの中の幸せな夫婦を見て、胸がチクリとしませんか？」

（改行）

キスシーンでチャンネルを変える夫。
それを見て見ぬふりをする私。
私たちには、あんな情熱はもうないの？

「現実はこんなもん」と自分を納得させるけど。
本当は、ドラマのヒロインみたいに愛されたい。
その願いは、もう叶わないのかな。

私の実体験はプロフの固定投稿へ。
#レス #理想と現実 #夫婦関係 #問題"
38,2,軽め(挨拶),08:00,"おはようございます。
比較は不幸の始まり。
よその芝生は青く見えるだけ。
うちにはうちの良さがある。
今日も無理せずいきましょう。"
38,3,軽め(問),10:00,"【質問】
パートナーとハグすることはありますか？

1. 毎日
2. たまに
3. 年単位でない

正直に教えてください🙋‍♀️"
38,4,本気(解決),12:00,"【画像文字案】
セックスだけが
愛じゃない。
「触れ合い」の定義を広げる。

【本文】
レスに悩むと、どうしても「行為」の有無に執着してしまいます。
でも、愛の形はそれだけじゃありません。

膝枕で耳かきをする。
マッサージをし合う。
ただ寄り添ってテレビを見る。
それも立派なスキンシップ。
ハードルを下げて、温もりを感じることから。

（改行）

「行為がなくても愛は伝わる。夫婦の絆を深める『ノンセクシャル・スキンシップ』」
具体的な方法はNoteで公開中。
#レス #スキンシップ #解決策"
38,5,軽め(共感),15:00,"夫の腕に触れたら、ビクッとされた。
静電気かよ！ってツッコミたかったけど、傷ついた。
慣れてないだけだよね...。
これ、あるあるですよね。
共感したら「いいね」お願いします。"
38,6,軽め(一言),17:00,"夕方のこの時間。
夫の好きな入浴剤を買ってみる。
「背中流そうか？」は言えないけど。
小さな変化が大事です。"
38,7,本気(誘導),20:00,"【画像文字案】
諦めないで。
温もりは
言葉以上に心を溶かす。

【本文】
触れ合うことが怖いあなたへ。

言葉で伝えられない想いも、手なら伝えられます。
「お疲れ様」と肩に手を置く。
その5秒の温もりが、夫の鎧を溶かすかもしれません。
勇気を出して、触れてみて。

（改行）

「行為がなくても愛は伝わる。夫婦の絆を深める『ノンセクシャル・スキンシップ』」
解決のための「3つのステップ」をNoteにまとめました。
▼記事はプロフのリンクから
#夜専用レス手前の会話レシピ"
38,8,軽め(夜),21:00,"夜のリビング。
ソファでうたた寝する夫に毛布をかけた。
少しだけ髪に触れた。
起きなかったけど、満足。
同じ気持ちの人、いますか？"
38,9,軽め(夜),22:00,"今日もお疲れ様でした。
愛の形は一つじゃない。
あなたたちだけの形を見つけて。
おやすみなさい。"
38,10,軽め(〆),23:00,"明日は今日より少しだけ、心が軽くなりますように。
優しい温もりに、包まれますように。
プロフの固定投稿もぜひ。
おやすみなさい。"
39,1,本気(共感),07:00,"【画像文字案】
「またその話？」
夫の武勇伝は
もう聞き飽きた。

【本文】
「会話がループしていませんか？新しい話題がないのは、成長が止まっている証拠かも。」

（改行）

昔の自慢話。会社の愚痴。
いつも同じ内容。
相槌を打つのも疲れる。

「へー、すごいね」と棒読みで返す私。
心の中では「その話、100回聞いたわ」と思ってる。
新鮮さのかけらもない。

私の実体験はプロフの固定投稿へ。
#マンネリ #会話がつまらない #夫婦関係 #問題"
39,2,軽め(挨拶),08:00,"おはようございます。
新しい風を入れるのは自分から。
今日は新しい本を一冊読んでみよう。
話題の種になります。
今日も無理せずいきましょう。"
39,3,軽め(問),10:00,"【質問】
最近、夫婦で「新しいこと」に挑戦しましたか？

1. した
2. してない
3. そもそも会話がない

正直に教えてください🙋‍♀️"
39,4,本気(解決),12:00,"【画像文字案】
「二人で学ぶ」
それが最強の
マンネリ解消法。

【本文】
共通の話題がないなら、作ればいいんです。
一緒に料理教室に通う。
一緒に資格の勉強をする。
一緒にゲームを始める。

「生徒」という同じ立場になることで、対等な会話が生まれます。
「教え合う」のではなく「共に学ぶ」。
それが新鮮さを取り戻す鍵です。

（改行）

「会話が弾む！夫婦で始めたい『大人の習い事』3選」
具体的な方法はNoteで公開中。
#マンネリ #共通の趣味 #解決策"
39,5,軽め(共感),15:00,"夫が急に「キャンプ行こう」と言い出した。
道具揃えるの大変そう...と思ったけど、目が輝いてた。
乗っかってみようかな。
これ、あるあるですよね。
共感したら「いいね」お願いします。"
39,6,軽め(一言),17:00,"夕方のこの時間。
YouTubeでキャンプ動画を検索。
意外と楽しそうかも。
小さな変化が大事です。"
39,7,本気(誘導),20:00,"【画像文字案】
諦めないで。
成長する二人は
飽きない。

【本文】
夫との会話がつまらないと感じるあなたへ。

相手がつまらないのではなく、二人の関係が停滞しているだけ。
あなたが新しい世界に飛び込めば、夫も興味を持つかもしれません。
まずはあなたが楽しそうにすること。
それが一番の引力です。

（改行）

「会話が弾む！夫婦で始めたい『大人の習い事』3選」
解決のための「3つのステップ」をNoteにまとめました。
▼記事はプロフのリンクから
#夜専用レス手前の会話レシピ"
39,8,軽め(夜),21:00,"夜のリビング。
「これ面白そうじゃない？」と動画を見せた。
夫が食いついた。
久しぶりに会話が弾んだ。
同じ気持ちの人、いますか？"
39,9,軽め(夜),22:00,"今日もお疲れ様でした。
好奇心は若さの秘訣。
明日も新しい発見がありますように。
おやすみなさい。"
39,10,軽め(〆),23:00,"明日は今日より少しだけ、心が軽くなりますように。
ワクワクする未来が、待っていますように。
プロフの固定投稿もぜひ。
おやすみなさい。"
40,1,本気(共感),07:00,"【画像文字案】
私が熱を出しても
「俺の飯は？」
絶望する瞬間。

【本文】
「体調不良の時こそ、本性が見えますよね？」

（改行）

フラフラで寝込んでいるのに。
心配するどころか、自分の世話を要求する夫。
「大丈夫？」の一言もない。

この人は、私が倒れても気づかないんじゃないか。
ただの家政婦としか思ってないんじゃないか。
熱より、心が寒い。

私の実体験はプロフの固定投稿へ。
#体調不良 #モラハラ #夫婦の危機 #問題"
40,2,軽め(挨拶),08:00,"おはようございます。
自分の体は自分で守る。
今日は堂々とデリバリーを頼みましょう。
罪悪感なんていりません。
今日も無理せずいきましょう。"
40,3,軽め(問),10:00,"【質問】
体調不良の時、パートナーは優しくしてくれますか？

1. 神対応
2. 普通
3. むしろ不機嫌になる

正直に教えてください🙋‍♀️"
40,4,本気(解決),12:00,"【画像文字案】
弱さは見せていい。
「助けて」と言える
強さを持つ。

【本文】
夫が冷たいのは、あなたが「大丈夫」と言いすぎているからかもしれません。
「察して」は通用しません。

「辛いからお粥買ってきて」
「洗濯お願い」
具体的に指示を出しましょう。
男性はタスクを与えられれば動けます。
甘える練習だと思って。

（改行）

「体調不良の妻に冷たい夫を、神旦那に変える『具体的指示出し』術」
具体的な方法はNoteで公開中。
#夫の教育 #頼り方 #解決策"
40,5,軽め(共感),15:00,"熱があるのに洗濯物を干す私。
夫はリビングでテレビ。
「手伝おうか？」待ちしてる自分が惨め。
言わなきゃわからない生き物なんだよね...。
これ、あるあるですよね。
共感したら「いいね」お願いします。"
40,6,軽め(一言),17:00,"夕方のこの時間。
「今日は無理！」とLINEした。
「何か買って帰る」と返信。
言えば伝わるんだ。
小さな変化が大事です。"
40,7,本気(誘導),20:00,"【画像文字案】
諦めないで。
支え合うために
夫婦になったはず。

【本文】
夫の優しさが感じられないあなたへ。

彼は看病の仕方を知らないだけかもしれません。
子供に教えるように、優しく伝えてみて。
「ありがとう、助かった」
その一言で、彼は「頼られる喜び」を知ります。
育てていきましょう。

（改行）

「体調不良の妻に冷たい夫を、神旦那に変える『具体的指示出し』術」
解決のための「3つのステップ」をNoteにまとめました。
▼記事はプロフのリンクから
#夜専用レス手前の会話レシピ"
40,8,軽め(夜),21:00,"夜のリビング。
夫が買ってきたプリン。
「これ好きだろ？」って。
不器用な優しさに、少し泣けた。
同じ気持ちの人、いますか？"
40,9,軽め(夜),22:00,"今日もお疲れ様でした。
健康第一。
ゆっくり休んで、また明日笑いましょう。
おやすみなさい。"
40,10,軽め(〆),23:00,"明日は今日より少しだけ、心が軽くなりますように。
元気な笑顔が、戻りますように。
プロフの固定投稿もぜひ。
おやすみなさい。"
41,1,本気(共感),07:00,"【画像文字案】
健康診断の結果。
「要再検査」の文字。
誰に相談すればいい？

【本文】
「自分の体に不安を感じた時、一番に顔が浮かぶのは誰ですか？」

（改行）

夫に言ったら「大げさだな」って笑われるかな。
それとも「金かかるな」って嫌な顔されるかな。
そんな想像をしてしまう自分が悲しい。

本当は「大丈夫だよ」って抱きしめてほしいだけなのに。
弱音を吐ける場所がない。

私の実体験はプロフの固定投稿へ。
#健康不安 #孤独 #夫婦の絆 #問題"
41,2,軽め(挨拶),08:00,"おはようございます。
不安な時は、深呼吸。
体は心の鏡です。
まずは自分を労ってあげましょう。
今日も無理せずいきましょう。"
41,3,軽め(問),10:00,"【質問】
パートナーの健康状態を把握していますか？

1. 把握してる
2. なんとなく
3. 全く知らない

正直に教えてください🙋‍♀️"
41,4,本気(解決),12:00,"【画像文字案】
健康は二人の資産。
「検診デート」で
未来を守る。

【本文】
健康の話題は暗くなりがちですが、イベント化してしまいましょう。
「人間ドックの後に美味しいランチ」
これなら楽しみになります。

お互いの体を気遣うことは、愛の基本形。
「長生きしてね」の一言は、どんな愛の言葉より響きます。

（改行）

「夫婦で健康を守る！年に一度の『検診デート』のすすめ」
具体的な方法はNoteで公開中。
#健康管理 #夫婦の約束 #解決策"
41,5,軽め(共感),15:00,"夫のお腹が出てきた。
「痩せなよ」って言うと喧嘩になる。
心配してるだけなのに、伝わらない。
言い方って難しい。
これ、あるあるですよね。
共感したら「いいね」お願いします。"
41,6,軽め(一言),17:00,"夕方のこの時間。
野菜多めのメニューを考える。
無言の愛、伝われ。
小さな変化が大事です。"
41,7,本気(誘導),20:00,"【画像文字案】
諦めないで。
一緒に歳を重ねる
幸せがある。

【本文】
将来の健康が不安なあなたへ。

「二人で元気でいたい」
その想いを素直に伝えてみましょう。
「あなたがいないと困るの」
その言葉は、夫の健康意識を変える最強のスイッチです。

（改行）

「夫婦で健康を守る！年に一度の『検診デート』のすすめ」
解決のための「3つのステップ」をNoteにまとめました。
▼記事はプロフのリンクから
#夜専用レス手前の会話レシピ"
41,8,軽め(夜),21:00,"夜のリビング。
「お互い気をつけないとな」
夫がポツリと言った。
その一言で、不安が半分になった。
同じ気持ちの人、いますか？"
41,9,軽め(夜),22:00,"今日もお疲れ様でした。
体は資本。
良い睡眠が、明日への活力。
おやすみなさい。"
41,10,軽め(〆),23:00,"明日は今日より少しだけ、心が軽くなりますように。
健やかな日々が、続きますように。
プロフの固定投稿もぜひ。
おやすみなさい。"
42,1,本気(共感),07:00,"【画像文字案】
教育費か、老後資金か。
答えのない選択。
一人で抱えるのは重すぎる。

【本文】
「子供の未来と自分たちの未来、どちらを優先しますか？」

（改行）

塾代、学費、習い事。
湯水のようにお金が出ていく。
「なんとかなる」と言う夫。
通帳を見て青ざめる私。

このままじゃ破綻する。
でも、子供の可能性は潰したくない。
板挟みで、夜も眠れない。

私の実体験はプロフの固定投稿へ。
#教育費 #老後資金 #家計の悩み #問題"
42,2,軽め(挨拶),08:00,"おはようございます。
お金の不安は、情報の不足から。
今日はFPさんのブログでも読んでみようかな。
知識は武器です。
今日も無理せずいきましょう。"
42,3,軽め(問),10:00,"【質問】
子供の教育費、どこまで出す予定ですか？

1. 大学まで全部
2. 奨学金併用
3. 高校まで

正直に教えてください🙋‍♀️"
42,4,本気(解決),12:00,"【画像文字案】
「投資」の視点を持つ。
教育も、思い出も
未来への種まき。

【本文】
お金を使うことに罪悪感を持たないで。
それは「消費」ではなく「投資」です。

家族旅行で得た経験は、子供の心を豊かにする。
夫婦で美味しいものを食べた記憶は、老後の会話になる。
「何にお金を使うか」は「どう生きるか」と同じです。

（改行）

「教育費貧乏にならない！賢い夫婦のお金の使い分け術」
具体的な方法はNoteで公開中。
#マネーリテラシー #生き金 #解決策"
42,5,軽め(共感),15:00,"ママ友の「夏休みハワイ行くの」マウント。
うちは近所の市民プールですけど何か？
比べちゃダメってわかってるけど、モヤる。
これ、あるあるですよね。
共感したら「いいね」お願いします。"
42,6,軽め(一言),17:00,"夕方のこの時間。
もやし料理のレパートリーが増えていく。
節約もゲームだと思えば楽しい...かな？
小さな変化が大事です。"
42,7,本気(誘導),20:00,"【画像文字案】
諦めないで。
お金より大切なもの。
それは「納得感」。

【本文】
お金の使い道で迷うあなたへ。

正解はありません。
夫婦で話し合って「これでいい」と決めたなら、それが正解です。
一番の無駄遣いは、使った後に後悔すること。
胸を張って使いましょう。

（改行）

「教育費貧乏にならない！賢い夫婦のお金の使い分け術」
解決のための「3つのステップ」をNoteにまとめました。
▼記事はプロフのリンクから
#夜専用レス手前の会話レシピ"
42,8,軽め(夜),21:00,"夜のリビング。
電卓叩いてたら、夫がコーヒー淹れてくれた。
「いつもありがとう」って。
プライスレスな瞬間。
同じ気持ちの人、いますか？"
42,9,軽め(夜),22:00,"今日もお疲れ様でした。
お金は巡るもの。
きっとまた入ってきます。
おやすみなさい。"
42,10,軽め(〆),23:00,"明日は今日より少しだけ、心が軽くなりますように。
豊かな心が、一番の財産。
プロフの固定投稿もぜひ。
おやすみなさい。"
